id	name_tw	name_jp	price	description	health_point	knockbacks	speed	range	preswing_1	preswing_2	preswing_3	attack_power_1	attack_power_2	attack_power_3	time_between_attacks	backswing	attack_frequency	attack_type	trait	ability_enabled	long_distance_1	long_distance_2	immunity	ability	cd
147	發條貓	ブリキネコ	340	以最先進的科技把靈魂|灌入懷舊版玩具而成為了這樣的貓|偶爾會打飛黑色敵人	605	3	8	295	25	0	0	77	0	0	40	51	76	1	4	4			0	30@50	460
147	飛機貓	プレーンネコ	340	夢見翺翔天空的貓咪，委託世界最優秀|的技術者們改造他，可以說是技術結晶|偶爾會打飛黑色敵人	750	3	15	295	25	0	0	107	0	0	40	51	76	1	4	4			0	30@50	460
147	機械人貓	ネコロボット	340	被邪惡組織虜獲，經過暗黑科學家大改造的|太陽光發電型不老不死殺戮貓，弱點是雨|偶爾會打飛黑色敵人	895	3	10	345	25	0	0	137	0	0	40	51	76	1	4	4			0	30@50	460
148	搖滾貓	ねこロッカー	210	被要求放棄音樂去繼承豆腐店的貓|但是仍然走不出大豆過敏問題|對上天使敵人很耐打	450	1	8	120	5	0	0	32	0	0	0	5	10	1	16	4			0	26&	380
148	藝術家貓	ねこアーティスト	210	唱片完全不熱賣而轉行嘗試作畫|竟然也失敗而失心瘋繼續畫畫的|豆腐店搖滾樂貓。對上天使敵人很耐打	750	1	8	120	5	0	0	54	0	0	0	5	10	1	16	4			0	26&	380
148	拉麵王貓	ねこラーメン道	210	沒繼承自家豆腐店反在拉麵店上班，口頭禪是|外行人掂掂！的正宗拉麵職人。誇張的甩麵|技術讓客人看了很開心。對上天使敵人很耐打	1050	1	8	120	5	0	0	60	0	0	0	5	10	1	16	4			0	26&	380
149	人魚貓	ねこ人魚	360	忘不了在海邊救了某位王子而上陸的人魚|呼吸方法為超長腹式呼吸|善於攻擊飄浮敵人。死前有機會存活	320	4	4	190	25	0	0	270	0	0	80	26	104	1	2	4			0	25&|2&50	380
149	女兵貓	ねこソルジャー	360	得知王子遭恐怖集團綁架，因而向魔女|取得雙腳並接受魔鬼訓練４年的女大兵|善於攻擊飄浮敵人。死前有機會存活	380	4	4	190	25	0	0	330	0	0	80	26	104	1	2	4			0	25&|2&50	380
149	攝影師貓	ネコカメラマン	360	賭上生命的新聞工作者|以照片向大眾傳達大戰爭的真相|善於攻擊飄浮敵人。死前有機會存活（範圍攻擊）	570	4	6	250	26	0	0	330	0	0	80	25	105	2	2	4			0	25&|2&50	380
150	窗邊少女貓	窓辺の乙女ネコ	550	夢見未來男友而內心雀躍的少女|愛書是赤井噴太郎的「體罰與理髮」|有時候讓天使敵人瞬間動作停止（範圍攻擊）	1250	3	8	220	70	0	0	660	0	0	0	15	85	2	16	4			0	22@40!90	580
150	窗邊躁女貓	窓辺の姫君ネコ	550	夢見帥氣王子而內心雀躍的少女|喜歡的食物是雞肉串燒|有時候讓天使敵人瞬間動作停止（範圍攻擊）	1250	3	8	220	70	0	0	710	0	0	0	15	85	2	16	4			0	22@40!90	580
150	窗邊舞妓貓	窓辺の舞妓にゃん	550	幻想著素未謀面帥氣老公的天真舞妓|但不知何時開始成為了老處女・・・|有時候讓天使敵人動作停止（範圍攻擊）	1250	3	8	250	70	0	0	710	0	0	0	15	85	2	16	4			0	22@40!120	490
151	舉重貓	ネコバーベル	910	重物也可輕易舉起的男子|而他還是１１個小孩７個老婆含岳父母的|生活大支柱。給予黑色敵人超大傷害（範圍攻擊）	1350	2	6	220	18	0	0	505	0	0	0	103	121	18	4	4			0	28&	840
151	舉牌女郎貓	ネコRG	910	終於到達人生的第１２回合|在生活中找到新目的堅強貓咪|給予黑色敵人超大傷害（範圍攻擊）	1550	2	6	220	18	0	0	715	0	0	0	103	121	18	4	4			0	28&	840
151	外送貓	ネコデリバリー	910	偷吃要送給客人的比薩的外送員|目標是追求肥有肥治肥享的自由|給予黑色敵人超大傷害（範圍攻擊）	1950	4	6	270	18	0	0	925	0	0	0	103	121	18	4	4			0	28&	840
152	冰刀二人組	ネコスケート	770	對流行嗅覺靈敏的兩人最近|開始了雙人花式溜冰的興趣|相愛的兩人不分國界（範圍攻擊）	510	3	7	355	13	0	0	240	0	0	80	48	92	2	0	4			0		480
152	調戲二人組	よいではにゃいか	770	為了推廣日本傳統藝能|蓄勢待發的兩人在熱身演出上|表演了未公開的技能（範圍攻擊）	615	3	7	355	13	0	0	340	0	0	80	48	92	2	0	4			0		480
152	旺福二人組	にゃんでやねん	770	長年合作的兩人終於將傳統藝能精髓發揮|到淋漓盡致，默契十足的演出將要席捲全台|善於攻擊古代種(範圍攻擊)	825	3	7	355	13	0	0	490	0	0	80	48	92	2	128	4			128	25&	480
153	麵包機貓	ネコトースター	800	每天只有烤麵包而導致某天罷工的貓|生存目的是把麵包瞄準爸爸的臉吹過去|偶爾會使天使敵人的動作變慢（範圍攻擊）	620	3	11	330	37	0	0	330	0	0	100	24	136	2	16	4			0	23@30!90	800
153	貓咪投影機	ネコ映写機	800	過去總是投射名演員的影片，被數位取代後|身心絕望，現在只是個充滿怨念的老機器|偶爾會使天使敵人的動作變慢（範圍攻擊）	720	3	11	330	37	0	0	400	0	0	100	24	136	2	16	4			0	23@30!90	800
153	貓咪留聲機	ネコクラシック	800	以憂愁的旋律使敵人喪失鬥志|外觀是發條式的貓型自走砲台（範圍攻擊）|偶爾能破壞護盾以及使天使敵人的動作變慢	1080	3	11	330	37	0	0	600	0	0	100	24	136	2	16	4			0	23@30!150|7@20	800
154	呼拉圈貓	ねこフープ	440	看著漸漸突起的小腹|決定開始搖呼拉圈減肥的貓|偶爾會使鋼鐵敵人動作停止	570	3	9	190	9	0	0	73	0	0	80	26	88	1	8	4			0	22@20!60	580
154	三層呼拉圈貓	ねこトリプルフープ	440	起初是為維持身材而搖呼拉圈|不過漸漸身型發展有了奇妙的變化・・・|偶爾會使鋼鐵敵人動作停止	670	3	9	190	9	0	0	83	0	0	80	26	88	1	8	4			0	22@20!60	580
154	五層呼拉圈貓	ねこグルグルフープ	440	挑戰前人所未達到的演出境界|加購了兩層呼拉圈繼續搖下去・・・|有時候會使鋼鐵敵人動作停止	870	3	9	215	9	0	0	83	0	0	80	26	88	1	8	4			0	22@40!120	580
155	156-1		50	仮1|仮2|仮3	100	3	10	140	8	0	0	8	0	0	30	41	49	1	0	4			0		150
155	156-2		50	仮1|仮2|仮3	100	3	10	140	8	0	0	8	0	0	30	1	37	1	0	4			0		150
156	ドラリー剣士		220	ドラゴンリーグから参戦！|安価で生産できる剣の達人|黒い敵にめっぽう強い|ドラリーケンシ	180	3	9	150	4	0	0	15	0	0	0	9	13	17	4	4			0	25&	290
156	ドラリー魔法使い		750	ドラゴンリーグから参戦！|転職により魔法を会得|黒い敵にめっぽう強い(範囲攻撃)|ドラリーマホウツカイ	230	2	4	210	29	0	0	155	0	0	80	12	108	2	4	4			0	25&	380
157	ヌボボ		150	ドラゴンリーグから参戦！|たまにしか出現しないレアモンスター|天使に打たれ強い(範囲攻撃)	565	3	5	125	20	0	0	70	0	0	0	61	81	18	16	4			0	26&	560
157	ゴールボ		150	ドラゴンリーグから参戦！|ヌボボ一族の黄金担当|天使に打たれ強い(範囲攻撃)	565	3	5	125	20	0	0	70	0	0	0	61	81	18	16	4			0	26&	560
158	上杉謙信	上杉謙信	3650	隨傳說中「貓車」的詛咒|漸漸變化為龍的戰國武將(範圍攻擊)|善於攻擊黑色敵人、必定能打飛他們	2780	3	13	405	36	0	0	955	0	0	110	52	145	2	4	4			0	25&|30@100	4600
158	武神・上杉謙信	武神・上杉謙信	3650	選擇與「貓車」融合並開始釋放|邪惡力量的戰國武將。（範圍攻擊）|善於攻擊黑色敵人、必定能打飛他們	3340	3	13	405	36	0	0	1622	0	0	110	52	145	2	4	4			0	25&|30@100	4600
158	亂爆武神・上杉謙信	暴威の武神・上杉謙信	3650	完全掌握操控邪惡力量的武神|任其滿溢的殺意燒盡一切（範圍攻擊）|善於攻擊黑色敵人、必定能打飛他們	4460	3	18	405	36	0	0	1622	0	0	94	52	129	2	4	4			0	25&|30@100	4600
158	多聞天軍神・上杉謙信	毘沙門軍神・上杉謙信	3650	壓抑不斷增加的殺氣，全速奔赴戰場的軍神|那如同羅剎的進攻，攻擊後絲毫不留痕跡(範圍攻擊)|善於攻擊黑色敵人、必定能打飛他們並發射小波動	5000	3	18	445	36	0	0	1622	0	0	94	52	129	2	4	4			0	25&|30@100|12@100!4	4200
159	冥界卡莉法	冥界のカリファ	2750	傳說於入學典禮時，把學校搞得|瀕臨崩損的少女。戰力搭檔是「貓神劍」|給予天使敵人超大傷害（範圍攻擊）	1520	5	27	325	40	0	0	1100	0	0	0	111	151	18	16	4			0	28&	2200
159	冥界卡莉法Ｘ	冥界のＸカリファ	2750	第一學期結束後把校長打入冥界的|傳說少女。目前正在尋找真正知音|給予天使敵人超大傷害（範圍攻擊）	2540	5	27	325	40	0	0	1800	0	0	0	111	151	18	16	4			0	28&	2200
159	冥界卡莉法ＸＸ	冥界のＸＸカリファ	2750	畢業典禮後，讓跑來找自己告白的男孩們|都從人間畢業的傳奇少女|給予天使敵人超大傷害（範圍攻擊）	2540	5	27	355	40	0	0	2500	0	0	0	111	151	18	16	4			0	28&	2200
160	幽靈鷙	ユーリンチー	1250	公主踢騎士Sweets中出現的角色|特別在合作活動中同台演出|善於攻擊天使敵人（範圍攻擊）	1400	4	7	315	33	0	0	530	0	0	120	35	152	2	16	4			0	25&	1900
160	轉生靈鳥幽靈鷙	転生霊鳥ユーリンチー	1250	想坐上公主踢騎士Sweets中出現的|轉生靈鳥幽靈鷙的貓咪們絞盡腦汁開發出的|鳥形遙控飛機。善於攻擊天使敵人（範圍攻擊）	1900	4	7	315	33	0	0	600	0	0	120	35	152	2	16	4			0	25&	1900
160	怒靈鷙	ゲキリンチー	1250	顏色很像是公主踢騎士Sweets中出現的|怒靈鷙的鳥形遙控飛機。剩的黑色顏料被拿來|塗在貓咪身上。善於攻擊天使敵人（範圍攻擊）	2400	4	12	340	33	0	0	600	0	0	70	35	102	2	16	4			0	25&	1900
161	狂亂飛踢公主	狂乱のケリ姫	2200	吃了暗黑甜點而陷入狂亂的公主|攻擊時發出充滿黑闇之力「飛踢」的嚇人詛咒！|有時候會打飛鋼鐵敵人(範圍攻擊)	400	2	32	680	4	0	0	300	0	0	240	177	243	2	8	4			0	30@40	3840
161	狂亂飛踢公主CC	狂乱のケリ姫CC	2200	吃了暗黑甜點而陷入狂亂的公主|來救她恢復正常的帥哥遲遲未出現|有時候會打飛鋼鐵敵人(範圍攻擊)	900	2	32	680	4	0	0	420	0	0	240	177	243	2	8	4			0	30@40	3840
161	大狂亂飛踢公主	大狂乱のケリ姫	2200	吃了暗黑甜點而陷入大狂亂的公主|全身纏繞著黑闇之力，為尋找帥哥而全速奔馳|有時候會打飛鋼鐵敵人(範圍攻擊)	1400	2	32	780	4	0	0	420	0	0	200	177	203	2	8	4			0	30@50	3840
162	綾小路 翔		1450	ヤンクロックバンド氣志團から参戦！|誇り高き團長でありヴォーカル|通り名は『房総の狂犬』|アヤノコウジショウ	1200	3	7	290	2	0	0	1300	0	0	162	50	163	2	1	4			0	25&	1300
162	翔やん＆にゃんこ		1450	ヤンクロックバンド氣志團から参戦！|誇り高き團長でありヴォーカル(範囲攻撃)|永遠の16歳(赤い敵にめっぽう強い)|ショウヤンアンドニャンコ	1200	3	7	290	2	0	0	1300	0	0	162	50	163	2	1	4			0	25&	1300
163	早乙女 光		1200	ヤンクロックバンド氣志團から参戦！|ダンス＆スクリーム担当の精神年齢４歳|通り名は『森の堅者』|サオトメヒカル	500	3	7	285	2	0	0	750	0	0	162	50	163	2	0	4			0		1300
163	光＆にゃんこ		1200	ヤンクロックバンド氣志團から参戦！|ダンス＆スクリーム担当の精神年齢４歳|意味不明の言語、ヒカル語を話す(範囲攻撃)|ヒカルアンドニャンコ	500	3	7	285	2	0	0	750	0	0	162	50	163	2	0	4			0		1300
164	西園寺 瞳		1350	ヤンクロックバンド氣志團から参戦！|ギター担当の長身２メートル９センチ|通り名は『多摩の大巨人』|サイオンジヒトミ	600	2	7	295	2	0	0	800	0	0	162	50	163	2	0	4			0		1300
164	トミー＆にゃんこ		1350	ヤンクロックバンド氣志團から参戦！|ギター担当の長身２メートル９センチ|J.Bというチワワを飼う巨人(範囲攻撃)	600	2	7	295	2	0	0	800	0	0	162	50	163	2	0	4			0		1300
165	星グランマニエ		1300	ヤンクロックバンド氣志團から参戦！|ギター担当の涙のフィフティーン|通り名は『薩摩隼人は泣きの竜』|ホシグランマニエ	550	3	7	290	2	0	0	830	0	0	162	50	163	2	0	4			0		1300
165	ランマ＆にゃんこ		1300	ヤンクロックバンド氣志團から参戦！|ギター担当の涙のフィフティーン|大のスパゲッティ好き(範囲攻撃)	550	3	7	290	2	0	0	830	0	0	162	50	163	2	0	4			0		1300
166	白鳥松竹梅		1250	ヤンクロックバンド氣志團から参戦！|ベース担当の怒れる15歳|通り名は『はちみつ大好きこぐまちゃん』|シラトリショウチクバイ	550	3	7	295	2	0	0	780	0	0	162	50	163	2	0	4			0		1300
166	松＆にゃんこ		1250	ヤンクロックバンド氣志團から参戦！|ベース担当の怒れる15歳|甘いものが大好き(範囲攻撃)|マツアンドニャンコ	550	3	7	295	2	0	0	780	0	0	162	50	163	2	0	4			0		1300
167	ネコヤンキー		80	都内某小学校でブイブイ言わせてる伝説のツッパリ|授業をフケて屋上で一人、捨て猫と昼寝する|ちょっとだけ不器用なにゃんこ	150	3	5	150	8	0	0	12	0	0	30	10	37	1	0	4			0		200
167	ネコスケバン		150	アタイのダチをいじめる奴は絶対許さねぇ！|が口癖のちまたで有名なマブイにゃんこ|仁義を通す強さと乙女の繊細さを持つ(範囲攻撃)	400	1	5	120	8	0	0	6	0	0	60	10	67	2	0	4			0		300
168	踢腳貓	アシルガ	3000	是貓還是妖沒人知道|完全是個謎樣般的角色|如果進化的話…	500	5	5	140	13	0	0	150	0	0	70	4	82	1	0	4			0		1000
168	長腳白骨貓	アシランパサラン	3000	是貓還是妖沒人知道|完全是個謎樣般的角色|使廣範圍內的敵人動作變慢（範圍攻擊）	1100	1	4	750	151	0	0	333	0	0	220	100	370	2	2559	4			0	23@100!90	10000
168	我打打打長腳白骨貓	アタタタアシラン	3000	是貓還是暗殺拳法繼承人？|反正完全是個謎樣般的角色|可使超廣範圍內的敵人動作變慢（範圍攻擊）	1100	1	4	1250	151	0	0	333	0	0	220	100	370	2	2559	4			0	23@100!90	10000
169	頭槌貓	クビルガ	3000	是貓還是妖沒人知道|完全是個謎樣般的角色|如果進化的話…	500	5	4	140	13	0	0	150	0	0	70	12	82	1	0	4			0		1000
169	長頸白骨貓	クビランパサラン	3000	是貓還是妖沒人知道|完全是個謎樣般的角色|可打飛敵人並發射波動攻勢	1200	1	4	450	105	0	0	50	0	0	280	206	384	1	2551	4			0	30@100|13@100!8	10000
169	E・長頸白骨貓	E・クビランパサラン	3000	是貓還是在街上快打的相撲戰士沒人知道|完全是個謎樣般的角色|必定可以會心一擊及發射波動攻勢	1200	1	4	450	105	0	0	50	0	0	280	206	384	1	0	4			0	4&100|13@100!8	10000
170	手甩貓	テコルガ	3000	是貓還是妖沒人知道|完全是個謎樣般的角色|如果進化的話…	500	5	3	140	13	0	0	150	0	0	70	11	82	1	0	4			0		1000
170	長手白骨貓	テサランパサラン	3000	是貓還是妖沒人知道|完全是個謎樣般的角色|可對單一敵人給予絕大傷害(有時候會心一擊)	1200	1	4	620	105	0	0	7300	0	0	140	52	244	1	0	4			0	4&10	10000
170	草帽長手白骨貓	ムギワラテサラン	3000	是貓還是喜歡草帽的船長|沒人知道的謎樣角色|可對單一敵人給予絕大傷害(有時候會心一擊)	1200	1	4	720	105	0	0	7300	0	0	140	52	244	1	0	4			0	4&20	10000
171	異能貓	バララガ	3000	是貓還是妖沒人知道|完全是個謎樣般的角色|如果進化的話…	500	5	3	140	13	0	0	150	0	0	70	13	82	1	0	4			0		1000
171	異能白骨貓	バラランパサラン	3000	是貓還是妖沒人知道|完全是個謎樣般的角色|使廣範圍內的敵人動作停止（範圍攻擊）	1200	1	4	940	94	0	0	11	0	0	400	72	493	2	2559	4			0	22@100!70	10000
171	閃光異能白骨貓	ピカランバララン	3000	是貓還是從宇宙降臨的災難|沒人知道的謎樣角色（範圍攻擊）|使廣範圍內的敵人動作停止及攻擊力下降	1200	1	4	940	94	0	0	11	0	0	400	72	493	2	2559	4			0	22@100!90|21@100!50!180	10000
172	小戰士貓彈	コニャンダム	2900	因時空錯亂而變回小孩的身型的貓彈|因相貌蒼老所以沒朋友。內心正經型|有時候使敵人動作變慢（範圍攻擊）	1200	2	5	551	77	0	0	920	0	0	360	35	436	2	2559	4			0	23@30!90	5300
172	喵彈人	ネコニャンダム	2900	自從某個夏天救出了卡在|游泳池排水口的貓咪後，每天都一起上學|有時候使敵人動作變慢（範圍攻擊）	1200	2	5	551	77	0	0	920	0	0	360	35	436	2	2559	4			0	23@30!90	5300
172	覺醒的小戰士貓彈	覚醒のネコニャンダム	2900	持續不斷在返老還童的貓彈|「ㄐㄧㄤㄌㄞˊㄌㄧˋㄓˋㄉㄤㄉㄚˋㄨㄤˊ」|有時候使敵人動作變慢（範圍攻擊）	1600	2	5	551	77	0	0	1380	0	0	258	35	334	2	2559	4			128	23@50!90	5300
173	廚房曼波魚	厨房マンボウ	760	從活下去！曼波魚！來參戰。|嚴酷的大海中已經有３億同伴死亡|他是僅存的一隻曼波魚	1	1	7	401	11	0	0	488	0	0	80	80	91	1	0	4			0		700
173	工房曼波魚	工房マンボウ	760	離天國最近的生物|常被說魚在冏途等，是隻體弱多病的曼波魚|可遠距離以叫聲攻擊不過屬於易死體質	2	1	7	401	11	0	0	688	0	0	80	80	91	1	0	4			0		700
173	社會的一員	社会の一員	760	再也見不到比自己大的魚了|也變得不太敏捷了的曼波魚|看起來像是鬍鬚的東西其實是寄生蟲	2	1	7	401	11	0	0	688	0	0	80	80	91	1	0	4			0		500
174	曼波魚王	マンボ王	2800	從活下去！曼波魚！來參戰。|即將成為世界最大的的曼波魚。從外表上|就能感受到王的氣勢凌人（範圍攻擊）	8	1	6	491	11	0	0	1220	0	0	310	80	320	2	0	4			0		2800
174	生存傳說	生ける伝説	2800	逐漸完成了背負重責大任的曼波魚|雖然一生艱辛，不過沒有絲毫後悔…|瀕臨死亡前的吶喊足以觸及海原（範圍攻擊）	10	1	6	491	11	0	0	1620	0	0	310	80	320	2	0	4			0		2800
174	太平洋之主	太平洋の主	2800	最大的身軀當然適合最大的海洋|無預警的會發生猝死。因為這樣|更加熱情的游在當下、發光發亮(範圍攻擊)	10	1	6	551	11	0	0	1620	0	0	310	80	320	2	0	4			0		2800
175	喵波	にゃんぼう	300	假想水中之戰所以設法變成曼波魚的喵波|兄弟倆現在熱衷播報氣象|對上紅色敵人很耐打（範圍攻擊）	300	4	9	140	30	0	0	140	0	0	60	31	89	2	1	4			0	26&	340
175	猛波	ネコトーピード	300	進化過程中強而有力的手腕取代了腳|極度厭惡被踩踏而進化成為水中兵器|對上紅色敵人很耐打（範圍攻擊）	300	4	9	140	30	0	0	140	0	0	60	31	89	2	1	4			0	26&	340
176	棉花糖貓	マシュマロにゃん	420	內餡包著準備回送給對方的滿滿心意|純愛口味的棉花糖貓|觸感超強彈力打擊不留情	420	3	8	340	22	0	0	180	0	0	180	32	201	1	0	4			0		460
176	長腳棉花糖貓	キモマロにゃん	420	遇到ＢＢＱ就會馬上烤焦|因為帶有雙長腳，加上超強觸感與彈力|在打擊方面猛攻不留情	420	3	8	340	22	0	0	180	0	0	180	32	201	1	0	4			0		460
177	霸龍迪歐拉姆斯	覇龍ディオラムス	4400	可以將眼前看到的景色全部鏟平的傳說霸龍族|以壓倒性的破壞能力攻擊敵人（範圍攻擊）|有時候打飛天使敵人並使之移動變慢	5500	2	4	395	104	0	0	1345	0	0	180	42	283	2	16	4			4	30@50|23@50!120	4960
177	霸龍王迪歐拉姆斯	覇龍王ディオラムス	4400	解除了手中封印魔龍石，傳說中的霸龍族|以壓倒性的破壞能力攻擊敵人（範圍攻擊）|有時候打飛天使敵人並使之移動變慢	8200	2	4	395	104	0	0	2625	0	0	180	42	283	2	16	4			4	30@50|23@50!120	4960
177	霸龍皇帝迪歐拉姆斯	覇龍皇帝ディオラムス	4400	透過吸取仇恨精氣而狂暴化的魔龍石|將真正力量解放的傳說霸龍族（範圍攻擊）|必定能破壞護盾及打飛天使敵人並使之移動變慢	13600	2	4	410	104	0	0	3500	0	0	180	61	283	2	16	4			4	30@100|23@100!120|7@100	4960
177	大霸龍皇帝迪歐拉姆斯	大覇龍皇帝ディオラムス	4400	透過吸收了萬物的生命力而突破臨界點的魔龍石|得到了絕對的破壞力與走向滅亡之宿命的大霸龍皇帝|必定能打飛天使敵人和異星戰士並使之移動變慢	14800	2	4	410	104	116	128	3600	1000	1000	180	47	307	6	48	7	1|200|290	410|300|300	4	30@100|23@100!120|7@100	4960
178	極道にゃんこ		70	愛しの人を守るため仁義を貫く漢にゃんこ|その身は汚れても侠気は失わない|ゴクドウニャンコ	100	1	8	140	8	0	0	8	0	0	30	10	37	1	0	4			0		150
178	ヤクザヴァンパイア		1250	「血の儀式」という洗礼を受け|ヴァンパイアと化したヤクザねこ(範囲攻撃)|愛しき人が見せる健気な笑みにはめっぽう弱い	1030	1	7	155	18	0	0	280	0	0	54	13	71	2	0	4			0		830
179	拓也與小雪	タクヤとユキ	300	來自消滅都市的戰士！什麽都送的送貨員拓也和|神秘少女小雪。目標是3年前"消滅"的某個都市|對上飄浮敵人很耐打（範圍攻擊）	450	2	25	190	22	0	0	84	0	0	80	39	101	2	2	4			0	26&	360
179	拓也與小雪與貓咪	タクヤとユキとネコ	300	不小心把貓咪當成魂珠拿來之後不得已|一起載著走。目標是3年前"消滅"的某個都市|對上飄浮敵人很耐打（範圍攻擊）	450	2	25	190	22	0	0	84	0	0	80	39	101	2	2	4			0	26&	360
179	拓也與美腿小雪	タクヤとビューティユキ	300	爲了找尋忽然失蹤的小雪而帶著握有重要線索的|神秘生物一同行動。對上飄浮敵人很耐打|打倒敵人的時候可以得到很多金錢（範圍攻擊）	600	2	25	190	22	0	0	84	0	0	80	39	101	2	2	4			0	26&|10&	360
180	神秘少女小雪	謎の少女ユキ	2880	從消滅中奇跡生還的少女|雖然似乎因此獲得了不可思議的力量…|可以給予飄浮敵人超大傷害（範圍攻擊）	1220	5	9	430	43	0	0	1265	0	0	278	58	320	2	2	4			0	28&	3400
180	神秘少女小雪＆貓咪	謎の少女ユキ＆ネコ	2880	在貓咪的協助下變得能夠召喚|新種魂體的神秘少女小雪|可以給予飄浮敵人超大傷害（範圍攻擊）	2450	5	9	430	43	0	0	2530	0	0	278	58	320	2	2	4			0	28&	3400
180	神秘貓耳少女小雪	謎のネコ耳少女ユキ	2880	為了跟貓咪對話而裝上貓耳的小雪|心靈更契合讓魂體力量大增！|可以給予飄浮敵人超大傷害（範圍攻擊）	2450	5	9	460	43	0	0	2530	0	0	228	58	270	2	2	4			32	28&	3400
181	小雪貓	ゆきにゃん	400	受"從消滅中奇跡生還的少女"的影響|靠模仿學會了飛行與有了不可思議的力量|偶爾會讓飄浮敵人瞬間動作停止	180	3	8	340	41	0	0	40	0	0	40	40	81	1	2	4			0	22@20!60	490
181	美腿小雪貓	ビューティゆきにゃん	400	為了與"從消滅中奇跡生還的少女"更像|靠著醫美整形讓自己美麗再進化的貓。|偶爾會讓飄浮敵人瞬間動作停止	180	3	8	340	41	0	0	40	0	0	40	40	81	1	2	4			0	22@20!60	490
182	쿠쿠크루12		380	타칭인지 자칭인지 선진국형 아이돌이라고 주장하는|SNS 원조 병맛 유튜버 Cuckoocrew 그 중 똘끼 가득한 3명이|냥코 대전쟁과 꿈의 콜라보레이션으로 캐릭터 등장! (범위 공격)	330	2	15	350	37	0	0	160	0	0	80	44	116	2	0	4			0		510
182	쿠쿠크루12+1		380	타칭인지 자칭인지 선진국형 아이돌이라고 주장하는|SNS 원조 병맛 유튜버 Cuckoocrew 그들의 쏘울 두부도|냥코 대전쟁과 꿈의 콜라보레이션으로 캐릭터 등장! (범위 공격)	330	2	15	350	37	0	0	160	0	0	80	44	116	2	0	4			0		510
183	貓咪賽車R	にゃんこカートR	340	3DS版「貓咪大戰爭3DS！」紀念角色|喜歡卡丁車、網球、派對等，興趣廣泛的貓咪|打倒敵人的時候可以得到很多金錢	390	4	24	320	39	0	0	60	0	0	70	25	108	1	0	4			0	10&	540
183	貓咪賽車G	にゃんこカートG	340	3DS版「貓咪大戰爭3DS！」紀念角色|最討厭幽靈的貓咪，人稱「永遠的老二」|打倒敵人的時候可以得到很多金錢	390	4	24	320	39	0	0	60	0	0	70	25	108	1	0	4			0	10&	540
183	貓咪賽車G	にゃんこカートP	340	3DS版「貓咪大戰爭3DS！」紀念角色|最討厭幽靈的貓咪，人稱「永遠的老二」|打倒敵人的時候可以得到很多金錢	390	4	24	320	25	50	70	60	60	60	110	30	179	1	0	7			0	10&	540
184	Mr. Ninja	ミスターニンジャ	660	從「Mr. Ninja!!Fever」中來參戰！|在華麗的惑星間揮舞武士刀的忍者|可以給予異星戰士超大傷害（範圍攻擊）	350	2	28	440	10	0	0	60	0	0	140	46	149	2	32	4			0	28&	1300
184	糖糖	タンタン	660	從「Mr. Ninja!!Fever」中來參戰！|擁有華麗刀法活潑可愛的小女孩|可以給予異星戰士超大傷害（範圍攻擊）	350	2	28	440	10	0	0	60	0	0	140	46	149	2	32	4			0	28&	1300
185	哈爾修特	ハルシュト	1700	來自梅露可物語的戰士！|理性與直覺兼備的銀色野獸。有時候|發出會心一擊，對上鋼鐵敵人很耐打	1500	3	8	295	14	0	0	400	0	0	176	49	189	1	8	4			0	26&|4&10	2700
185	哈爾修特CC	ハルシュトCC	1700	來自梅露可物語的戰士！|非常專情的酷女，暱稱是哈修。有時候|發出會心一擊，對上鋼鐵敵人很耐打	2000	3	8	295	14	0	0	600	0	0	176	49	189	1	8	4			0	26&|4&20	2700
185	革命的哈爾修特CC	革命のハルシュトCC	1700	來自梅露可物語的戰士！|將王國風新服裝穿著的非常合適的革命劍士|有時候發出會心一擊，對上鋼鐵敵人很耐打	2500	3	12	345	14	0	0	600	0	0	176	49	189	1	8	4			0	26&|4&40	2700
186	可納莉亞	コーネリア	2500	來自梅露可物語的戰士！|憧憬飛龍，夢想著建造通天之橋的女性。|有時候會讓黑色與紅色敵人瞬間動作停止(範圍攻擊)	1400	4	27	410	53	0	0	700	0	0	100	21	152	2	5	4			0	22@30!120	2100
186	可納莉亞CC	コーネリアCC	2500	來自梅露可物語的戰士！|熱心收集通天之橋的材料・龍鱗|有時候會讓黑色與紅色敵人瞬間動作停止(範圍攻擊)	1600	4	27	410	53	0	0	920	0	0	100	21	152	2	5	4			0	22@30!120	2100
187	悠凡斯	ユーヴェンス	1900	來自梅露可物語的戰士！|天生怪力又性格乖僻的騎士。但其實是個|內心溫柔的好青年。對上天使敵人很耐打	4600	2	10	210	22	0	0	1800	0	0	80	48	101	1	16	4			0	26&	1400
187	悠凡斯CC	ユーヴェンスCC	1900	來自梅露可物語的戰士！|梅露可表示那件事是個秘★密！|對上天使敵人很耐打	6700	2	10	210	22	0	0	2150	0	0	80	48	101	1	16	4			0	26&	1400
187	假日的騎士悠凡斯CC	休日の騎士様ユーヴェンスCC	1900	來自梅露可物語的戰士！|梅露可就是個秘★密！有時候會將秘密ＯXＯX唷！|對上天使敵人很耐打，有時候可使攻擊無效化	7800	2	10	210	22	34	0	1075	1075	0	68	30	101	1	16	6			0	26&|32@20!60	1400
