rarity	form_count	obtain	evol	max_base_level	max_plus_level	egg_id	evol_require	evol4_require	talents	version	orb_count	xp_curve	evol_description	evol4_description	level_curve	obtain_stage	evol_stage	name_fandom	max_plus_level_tw
2	3			50	80		200000!0|1!30|2!31|3!32|2!34|2!38		0|14|0|0|0|0|0|0|0|0|0|14|3|-1|0|39|0|0|0|0|0|0|0|0|0|39|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|26|10|15|60|0|0|0|0|0|0|32|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後，體力、移動速度<br>攻擊力、射程皆會獲得提升！		3			Archer_Cat_(Rare_Cat)	80
4	3			60	70		1000000!0|4!38|5!35|4!37|4!39|3!40		8|2|10|30|30|15|60|0|0|0|0|76|7|306|0|14|0|0|0|0|0|0|0|0|0|14|9|-1|0|46|0|0|0|0|0|0|0|0|0|55|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後整體能力強化<br>同時提升會心一擊率！<br>還能夠將敵人的打飛效果無效化		2			Marauder_Cat_(Uber_Rare_Cat)	70
2	3			50	80		200000!0|3!33|2!30|2!32|1!34|2!36		0|18|10|16|70|0|0|0|0|0|0|18|2|-1|0|37|0|0|0|0|0|0|0|0|0|37|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|26|10|2|20|0|0|0|0|0|0|32|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後<br>體力與攻擊力上升！		3			Swordsman_Cat_(Rare_Cat)	80
4	4			60	70		1000000!0|6!38|3!36|6!37|4!39|4!40	1000000!0|1!181|1!182|10!38	0|3|10|40|40|24|60|0|0|0|0|3|7|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後整體能力強化！<br>還能發射波動攻擊！	第4進化後移動速度上升！<br>變成了全方位攻擊<br>且波動攻擊的等級提升！	2			Baby_Cat_(Uber_Rare_Cat)	70
2	3			50	0							3			3	10|19|0	1|172|1	Bronze_Cat_(Rare_Cat)	0
3	3			50	70		500000!0|1!38|2!35|4!36|1!39|1!40		0|19|10|16|70|0|0|0|0|0|0|19|5|-1|0|20|10|16|70|0|0|0|0|0|0|20|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|25|10|30|300|0|0|0|0|0|0|31|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	2	第3進化後體力大幅上升！		2			Sushi_Cat_(Super_Rare_Cat)	70
1	2	可利用外部特典獲得		50	0							1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0			Toy_Machine_Cat_(Special_Cat)	0
2	3			50	0							3			3	1|38|7	1|92|1	Sports_Day_Cat_(Rare_Cat)	0
2	2			50	80							3			3			Swordsman_(Rare_Cat)	80
2	2			50	80							800|1500|2400|3600|5100|6900|9000|11400|14100|29800			3			Cow_Princess_(Rare_Cat)	80
4	3			60	70		1000000!0|3!40		0|37|0|0|0|0|0|0|0|0|0|37|9|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|26|10|28|100|0|0|0|0|0|0|32|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|149800|212400	第3進化後攻擊速度上升！<br>同時再生產的所需時間也會縮短！<br>還會使黑色敵人動作停止的時間變長！		2			PPT48_(Uber_Rare_Cat)	70
2	3			50	80		200000!0|2!30|1!32|1!34					3	第3進化後體力上升！<br>還能夠將敵人的打飛效果無效化！		3			Li'l_Gau_(Rare_Cat)	80
3	3			50	70		500000!0|3!35					7800|9600|12200|17800|24800|33200|43000|54200|84500|124500	第3進化後<br>體力與攻擊力上升！<br>攻擊次數也會增加！		2			Reaper_(Super_Rare_Cat)	70
3	3			50	0							4			2	2|1|5	2|44|1	Sleeping_Beauty_Punt_(Super_Rare_Cat)	0
2	3			50	0							5000|8000|12200|17800|24800|33200|43000|54200|66800|110800			3	1|9|5	1|93|1	Salaryman_Cat_(Rare_Cat)	0
4	3			60	70		1000000!0|8!35|4!36|5!37|3!39|4!40		0|10|10|60|60|14|50|0|0|0|0|10|7|-1|0|19|10|16|70|0|0|0|0|0|0|19|8|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後攻擊力上升！<br>同時移動速度也上升！<br>比誰都更快速！		2			Sanada_Yukimura_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|3!38|8!35|4!36|6!37|4!40		0|10|10|0|0|23|50|0|0|0|0|46|8|-1|0|18|10|16|70|0|0|0|0|0|0|18|8|-1|0|25|10|30|300|0|0|0|0|0|0|31|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後<br>整體能力皆會強化！<br>同時攻擊力也更容易上升！		2			Maeda_Keiji_(Uber_Rare_Cat)	70
4	4			60	70		1000000!0|6!38|8!35|4!37|3!39|4!40	1000000!0|1!181|1!180|1!179|3!161	0|11|10|28|100|0|0|0|0|0|0|11|7|-1|0|22|10|5|50|0|0|0|0|0|0|22|8|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|27|10|1|10|0|0|0|0|0|0|29|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後體力大幅上升！<br>同時攻擊力也會獲得提升！<br>還會使黑色敵人動作停止的時間變長！	第4進化後體力上升！<br>並且取得使惡魔動作停止<br>以及烈波反擊的能力！	2			Oda_Nobunaga_(Uber_Rare_Cat)	70
2	3			50	0							5000|8000|12200|17800|24800|33200|43000|54200|66800|110800			3	1|10|7	1|94|1	Reindeer_Fish_Cat_(Rare_Cat)	0
4	4			60	70		1000000!0|8!38|4!35|2!36|5!39|4!40	1000000!0|2!182|5!171|1!44	0|2|10|40|40|15|60|0|0|0|0|2|7|-1|0|10|10|50|50|23|50|0|0|0|0|10|7|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後體力與<br>移動速度大幅上升！<br>同時攻擊力與射程也會獲得提升！	第4進化後射程獲得提升！<br>且移動速度和攻擊速度也上升！<br>可以給予飄浮敵人極度傷害！	2			Windy_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|4!35|8!36|3!37|4!39|4!40		0|10|10|50|50|23|50|0|0|0|0|10|7|-1|0|22|10|5|50|0|0|0|0|0|0|22|8|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後體力與<br>移動速度大幅上升！<br>同時攻擊力與射程也會獲得提升！		2			Thundia_(Uber_Rare_Cat)	70
2	3			50	0							1500|2100|2600|3200|4200|6000|8100|10500|13200|19200			3	2|3|7	2|12|1	Droid_Cat_(Rare_Cat)	0
2	3			50	0							3			3	10|18|0	1|169|1	Space_Cat_(Rare_Cat)	0
2	3			50	0							1500|2100|2600|3200|4200|6000|8100|10500|13200|19200			3	1|11|7	1|83|1	Adult_Cat_(Rare_Cat)	0
2	3			50	0							1500|2100|2600|3200|4200|6000|9100|13500|18200|25200			3	1|12|7	1|84|1	Evil_Cat_(Rare_Cat)	0
2	3			50	0							1500|2100|2600|3200|4200|6000|9100|13500|18200|25200			3	1|13|7	1|85|1	Doll_Cats_(Rare_Cat)	0
1	2			50	0							1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0			Blue_Shinobi_(Special_Cat)	10
4	3			60	70		1000000!0|7!38|3!35|3!37|4!39|3!40		0|1|10|30|30|57|120|50|50|0|0|1|7|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|40|0|0|0|0|0|0|0|0|0|40|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|64|0|5|5|30|30|0|0|0|0|86|10|-1|1|66|0|0|0|0|0|0|0|0|0|91|10|-1|1|44|0|0|0|0|0|0|0|0|0|53|10|-1|1		2	1	第3進化後整體能力強化！<br>同時必定能打飛<br>飄浮敵人！		2			Sodom_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|8!38|3!35|4!37|4!39|4!40		0|8|10|3|30|0|0|0|0|0|0|45|8|-1|0|17|10|5|15|3|3|0|0|0|0|17|7|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|25|10|100|1000|0|0|0|0|0|0|31|14|-1|1|36|0|0|0|0|0|0|0|0|0|36|10|-1|1|40|0|0|0|0|0|0|0|0|0|40|10|-1|1		1	1	第3進化後，體力、移動速度<br>攻擊力、射程皆會獲得提升！		2			Megidora_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|3!38|8!35|3!37|5!39|4!40		0|8|10|3|30|0|0|0|0|0|0|45|8|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|40|0|0|0|0|0|0|0|0|0|40|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後體力、攻擊力<br>射程皆會獲得提升！		2			Vars_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|4!35|8!36|3!37|3!39|3!40		0|6|1|0|0|0|0|0|0|0|0|6|9|-1|0|29|1|0|0|0|0|0|0|0|0|25|9|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|66|0|0|0|0|0|0|0|0|0|91|10|-1|1|3|10|5|50|0|0|0|0|0|0|63|14|-1|1|25|10|100|1000|0|0|0|0|0|0|31|14|-1|1		2	1	第3進化後體力、射程<br>攻擊速度皆會獲得提升！		2			Kamukura_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|4!38|8!36|3!37|3!39|3!40		0|51|10|30|30|24|60|0|0|0|0|60|7|-1|0|47|0|0|0|0|0|0|0|0|0|56|9|-1|0|19|10|16|70|0|0|0|0|0|0|19|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|46|0|0|0|0|0|0|0|0|0|55|10|-1|1|55|0|0|0|0|0|0|0|0|0|67|10|-1|1|64|0|5|5|30|30|0|0|0|0|86|10|-1|1		1	1	第3進化後，體力、移動速度<br>射程皆會獲得提升！<br>同時更善於攻擊紅色敵人！		2			Raiden_(Uber_Rare_Cat)	70
2	3			50	0							3			3	10|20|0	1|176|1	Rope_Jump_Cat_(Rare_Cat)	0
4	2			60	70							1			2			Nimue_(Uber_Rare_Cat)	
4	2			60	70							1			2			Monkey_King_(Uber_Rare_Cat)	
3	3			50	0							62000|64000|66000|69000|72000|75000|79000|83000|88000|94000			4	10|24|0	10|40|0	Crazed_Cat_(Super_Rare_Cat)	0
3	3			50	0							71500|73500|75500|78500|81500|84500|88500|92500|97500|103500			4	10|25|0	10|41|0	Crazed_Tank_Cat_(Super_Rare_Cat)	0
3	3			50	0							63500|65500|67500|70500|73500|76500|80500|84500|89500|95500			4	10|26|0	10|42|0	Crazed_Axe_Cat_(Super_Rare_Cat)	0
3	3			50	0							79800|81800|83800|86800|89800|92800|96800|100800|105800|111800			4	10|27|0	10|43|0	Crazed_Gross_Cat_(Super_Rare_Cat)	0
3	3			50	0							69900|71900|73900|76900|79900|82900|86900|90900|95900|101900			4	10|28|0	10|44|0	Crazed_Cow_Cat_(Super_Rare_Cat)	0
3	3			50	0							67000|69000|71000|74000|77000|80000|84000|88000|93000|99000			4	10|29|0	10|45|0	Crazed_Bird_Cat_(Super_Rare_Cat)	0
3	3			50	0							68700|70700|72700|75700|78700|81700|85700|89700|94700|100700			4	10|30|0	10|46|0	Crazed_Fish_Cat_(Super_Rare_Cat)	0
3	3			50	0							93600|95600|97600|100600|103600|106600|110600|114600|119600|125600			4	10|31|0	10|47|0	Crazed_Lizard_Cat_(Super_Rare_Cat)	0
3	3			50	0							99800|101800|103800|106800|109800|112800|116800|120800|125800|131800			4	10|32|0	10|48|0	Crazed_Titan_Cat_(Super_Rare_Cat)	0
2	3			50	0							4			3	1|26|7	1|86|1	Maiden_Cat_(Rare_Cat)	0
1	2			50	0							5			0			Clone_Elle_(Special_Cat)	
1	2	https://youtu.be/ambQLHqnSvA		50	0							600|900|1800|3000|4500|6300|8400|10800|13500|16500			0			Red_Marron_(Special_Cat)	
1	3			50	0							5884|15884|15884|25884|25884|35884|35884|45884|45884|55884			0	2|6|0	2|37|1	Cabaret_Cat_(Special_Cat)	0
2	3			50	0							4			3	1|29|7	1|87|1	Koi_Cat_(Rare_Cat)	0
4	3			60	70		1000000!0|3!38|6!35|6!36|2!37|3!40		0|1|10|40|40|39|120|50|50|0|0|1|7|-1|0|22|10|5|50|0|0|0|0|0|0|22|8|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|61|10|5|50|0|0|0|0|0|0|82|14|-1|1|40|0|0|0|0|0|0|0|0|0|40|10|-1|1|55|0|0|0|0|0|0|0|0|0|67|10|-1|1		2	1	第3進化後體力、攻擊力<br>射程、攻擊速度皆會獲得提升！<br>還能夠將敵人的攻擊力下降無效化！		2			Kuu_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|7!38|4!35|3!37|3!39|3!40		0|58|10|10|100|0|0|0|0|0|0|78|7|-1|0|22|10|5|50|0|0|0|0|0|0|22|8|-1|0|18|10|16|70|0|0|0|0|0|0|18|8|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後攻擊力上升！<br>同時體力與移動速度大幅上升！<br>而且還能使敵人的打飛效果無效化！	第3進化後攻擊力上升！<br>同時體力與移動速度大幅上升！<br>而且還能使敵人的打飛效果無效化	2			Kai_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|7!38|4!36|3!37|3!39|3!40		0|22|10|5|50|0|0|0|0|0|0|22|8|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|25|10|50|500|0|0|0|0|0|0|31|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|61|10|7|25|0|0|0|0|0|0|82|14|-1|1|39|0|0|0|0|0|0|0|0|0|39|10|-1|1|65|10|10|100|3|3|600|600|2800|2800|89|12|-1|1		2	1	第3進化後體力、攻擊力<br>射程皆會獲得提升！同時也更容易將<br>飄浮敵人的動作停止！		2			Coppermine_(Uber_Rare_Cat)	70
1	2	可利用外部特典獲得		50	0							1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0	1|139|0		Cat_Bros_(Special_Cat)	0
2	3			50	0							3			3	1|30|7	1|88|1	Madam_Bride_(Rare_Cat)	0
2	2			50	80							3			3			Celesse_(Rare_Cat)	80
2	3			50	80		200000!0|2!30|1!32|1!33					3			3			Nono_(Rare_Cat)	80
2	2			50	80							3			3			Olga_(Rare_Cat)	80
2	2			50	80							3			3			Norn_(Rare_Cat)	80
2	2			50	80							3			3			Yoichi_(Rare_Cat)	80
2	2			50	80							3			3			Serum_(Rare_Cat)	80
2	2			50	80							3			3			Fuu_(Rare_Cat)	80
3	2			50	70							2			2			Aura_(Super_Rare_Cat)	70
3	2			50	70							2			2			Rei_(Super_Rare_Cat)	70
4	3			60	70		1000000!0|3!35|3!37|6!40					1	第3進化後體力大幅上升！<br>偶爾能降低黑色敵人的攻擊力，並且取得<br>使動作變慢無效和超生命體特效能力！		2			Wyvern_(Uber_Rare_Cat)	70
1	3			50	0							5			0	2|8|7	2|18|1	Healer_(Special_Cat)	0
1	3			50	0							5			0		2|46|1	Merc_(Special_Cat)	0
2	3			50	0							4			3	1|31|7	1|89|1	Vacation_Queen_(Rare_Cat)	0
1	3	世界篇第1章「希臘」破關後開放		50	0		200000!0|3!31|3!36|1!168					4	第3進化後體力大幅上升！<br>除了對上紅色敵人很耐打<br>還獲得了超獸特效且能發射波動攻擊！		0			Bean_Cats_(Special_Cat)	0
4	3			60	70		1000000!0|6!35|6!36|3!37|3!39|3!40		0|8|10|3|30|0|0|0|0|0|0|45|8|-1|0|22|10|5|50|0|0|0|0|0|0|22|8|-1|0|46|0|0|0|0|0|0|0|0|0|55|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|62|10|10|100|5|5|0|0|0|0|83|12|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		2	1	第3進化後體力、攻擊力<br>射程皆會獲得提升！		2			Date_Masamune_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|3!38|6!35|3!36|6!37|3!40		0|15|10|32|50|0|0|0|0|0|0|15|7|-1|0|37|0|0|0|0|0|0|0|0|0|37|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|25|10|100|1000|0|0|0|0|0|0|31|8|-1|0|33|0|0|0|0|0|0|0|0|0|33|10|-1|1|39|0|0|0|0|0|0|0|0|0|39|10|-1|1|57|0|0|0|0|0|0|0|0|0|77|10|-1|1		1	1	第3進化後體力、攻擊力<br>射程皆會獲得提升！		2			Takeda_Shingen_(Uber_Rare_Cat)	70
2	3			50	0							3			3	10|21|0	1|185|1	Clockwork_Cat_(Rare_Cat)	0
1	3	不斷的拉貓咪基地的門可獲得	每月2日、22日2:22分開放「開眼花盆貓來襲」，取得後Lv20可進化（需未來篇第三章通關）	50	0							3			0		1|148|0	Flower_Cat_(Special_Cat)	0
2	3			50	0							4			3	1|32|7	1|90|1	Vengeful_Cat_(Rare_Cat)	0
3	3			50	70		500000!0|1!44|3!161					200|400|700|1100|1600|2200|2900|3700|4600|5600	第3進化後體力上升！<br>同時也可使波動傷害無效化！		2			Gold_Cat_(Super_Rare_Cat)	70
1	3			50	0		1000000!0|5!33|5!30|5!32|5!34|1!42					1	第3進化後<br>體力、攻擊力與射程上升！<br>使封印我方角色特殊效果的古代詛咒無效化！		0	0|17|5		Ururun_Wolf_(Special_Cat)	0
3	2			50	70							2			2			Neneko_(Super_Rare_Cat)	70
2	3			50	0							500|1500|5100|9900|15900|23100|31500|41100|51900|63900			3	1|36|7	1|91|1	Kung_Fu_Cat_X_(Rare_Cat)	0
1	3	Hikakin合作外部特典可獲得		50	0							3			0	2|83|1	2|84|0	Hikakin_(Special_Cat)	
4	3			60	70		1000000!0|7!35|2!36|3!37|7!39|4!40		0|3|10|40|40|39|120|0|0|0|0|3|7|-1|0|19|10|16|70|0|0|0|0|0|0|19|8|-1|0|21|10|16|70|0|0|0|0|0|0|21|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|25|10|50|500|0|0|0|0|0|0|31|14|-1|1|60|10|50|50|51|150|0|0|0|0|80|12|-1|1|46|0|0|0|0|0|0|0|0|0|55|10|-1|1		2	1	第3進化後體力、攻擊力、<br>射程皆會獲得提升！<br>還能夠將敵人的攻擊力下降無效化！		2			Urashima_Taro_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|30!39|10!40		0|63|0|0|0|0|0|0|0|0|0|85|9|-1|0|60|10|100|100|30|300|0|0|0|0|80|7|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後攻擊力上升！<br>同時取得必定能讓天使與<br>飄浮敵人動作停止的新能力！		2			The_Grateful_Crane_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|2!38|7!36|3!37|7!39|4!40		0|1|10|40|40|39|120|50|50|0|0|1|7|-1|0|2|10|0|0|12|30|0|0|0|0|43|8|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|62|10|10|100|2|2|0|0|0|0|83|12|-1|1|48|0|0|0|0|0|0|0|0|0|57|10|-1|1|8|10|4|40|0|0|0|0|0|0|8|12|-1|1		2	1	第3進化後整體能力強化！<br>同時也更容易<br>讓紅色與天使敵人的動作停止！		2			Momotaro_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|2!38|7!35|3!36|7!39|4!40		0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|53|0|0|0|0|0|0|0|0|0|65|9|-1|0|54|10|5|50|0|0|0|0|0|0|66|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後體力、射程、<br>攻擊速度皆會獲得提升！<br>攻擊次數也會增加！		2			Kasa_Jizo_(Uber_Rare_Cat)	70
4	4			60	70		1000000!0|3!38|3!36|5!37|7!39|3!40	1000000!0|1!183|5!168|5!167|2!40	0|8|10|23|50|0|0|0|0|0|0|8|7|-1|0|3|10|0|0|4|40|0|0|0|0|44|8|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後整體能力強化！<br>同時必定能讓天使敵人<br>與鋼鐵敵人動作變慢！	第4進化是變回<br>原有樣貌的超級進化！<br>還取得了鋼鐵殺手的能力！	2			Princess_Kaguya_(Uber_Rare_Cat)	70
1	3			50	0							700|1300|2200|3400|4900|6700|8800|11200|13900|16900			0	1|37|0	1|144|0	Nekondo_(Special_Cat)	
1	2	可利用外部特典獲得		50	0							1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0	1|147|0		Squish_Ball_Cat_(Special_Cat)	0
1	2	可利用外部特典獲得		50	0							1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0			God_(Special_Cat)	0
1	2	可利用外部特典獲得		50	0							1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0			Tutorial_Cat_(Special_Cat)	
4	3			60	70		1000000!0|6!38|6!35|3!36|3!37|3!40		0|3|10|3|30|0|0|0|0|0|0|63|8|-1|0|8|10|3|30|0|0|0|0|0|0|45|8|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|66|0|0|0|0|0|0|0|0|0|91|10|-1|1|65|10|10|100|1|1|1200|1200|2400|2400|89|12|-1|1|25|10|30|300|0|0|0|0|0|0|31|14|-1|1		2	1	第3進化後<br>移動速度大幅上升！同時<br>體力、攻擊力與射程也獲得提升！		2			Nurse_Cat_(Uber_Rare_Cat)	70
3	3			50	70		500000!0|1!30|5!40					2	第3進化後射程變長！<br>同時攻擊力也大幅上升，波動<br>可以發射至更遠處！		2			Cat_Base_Mini_(Super_Rare_Cat)	70
2	3			50	80		200000!0|1!33|2!31|3!32|2!34|2!35		0|30|10|16|70|0|0|0|0|0|0|26|2|-1|0|40|0|0|0|0|0|0|0|0|0|40|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|26|10|2|20|0|0|0|0|0|0|32|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後<br>體力、攻擊力與射程上升！<br>同時使黑色敵人動作變慢的時間增長！		3			Cat_Gunslinger_(Rare_Cat)	80
